ell,residuals,osc_fit
1362,-1.3689466402821304e-14,-2.3255515565860327e-13
1363,-1.3121090927286422e-14,-2.2409917604003238e-13
1364,-1.2529689697994754e-14,-2.1507748400434197e-13
1365,-1.1917235143507872e-14,-2.0551268441563258e-13
1366,-1.1285717633250431e-14,-1.954287429550643e-13
1367,-1.063713988686763e-14,-1.8485092607214716e-13
1368,-9.973511455434884e-15,-1.7380573767680986e-13
1369,-9.29684328796951e-15,-1.6232085273087272e-13
1370,-8.609142396213522e-15,-1.5042504790531786e-13
1371,-7.912406630154609e-15,-1.3814812947710366e-13
1372,-7.208619576217053e-15,-1.2552085864618526e-13
1373,-6.499745589497491e-15,-1.1257487445986827e-13
1374,-5.787724970851999e-15,-9.934261453761723e-14
1375,-5.0744692990428e-15,-8.585723379495158e-14
1376,-4.361856927547007e-15,-7.215252137007195e-14
1377,-3.651728654996366e-15,-5.826281596138948e-14
1378,-2.9458835775916792e-15,-4.4222919788031514e-14
1379,-2.246075131176458e-15,-3.006801138898267e-14
1380,-1.554007330000429e-15,-1.583355747929494e-14
1381,-8.713312085459894e-16,-1.555224084244011e-15
1382,-1.9964147210729832e-16,1.2731212825908567e-14
1383,4.595266388436202e-16,2.698995697663271e-14
1384,1.1047002661535938e-15,4.118528148072181e-14
1385,1.7344716296679342e-15,5.5281618356026935e-14
1386,2.3475004980756743e-15,6.924364764503663e-14
1387,2.9425164325796266e-15,8.303638591300298e-14
1388,3.5183208016963095e-15,9.662527390287212e-14
1389,4.073788566155199e-15,1.0997626312738983e-13
1390,4.607869833494621e-15,1.2305590118141583e-13
1391,5.119591182592786e-15,1.3583141556068754e-13
1392,5.608056758986387e-15,1.4827079577701534e-13
1393,6.0724491424295816e-15,1.6034287356416124e-13
1394,6.5120299887384886e-15,1.720174009734356e-13
1395,6.926140448537642e-15,1.832651261633376e-13
1396,7.314201366077773e-15,1.9405786669332167e-13
1397,7.675713261823825e-15,2.0436858013809132e-13
1398,8.010256103034511e-15,2.141714318454242e-13
1399,8.317488867041042e-15,2.2344185966780237e-13
1400,8.597148902404588e-15,2.321566355056354e-13
1401,8.849051093578576e-15,2.4029392350787646e-13
1402,9.073086835128991e-15,2.4783333478420325e-13
1403,9.269222821957087e-15,2.5475597849167574e-13
1404,9.437499662349942e-15,2.6104450916786784e-13
1405,9.578030321026008e-15,2.666831701918747e-13
1406,9.690998399668758e-15,2.716578332642982e-13
1407,9.776656262731708e-15,2.759560338072906e-13
1408,9.835323016568327e-15,2.7956700219595584e-13
1409,9.867382350182264e-15,2.8248169074285636e-13
1410,9.873280246103956e-15,2.846927963680114e-13
1411,9.853522570085682e-15,2.861947788975854e-13
1412,9.808672548467267e-15,2.8698387494541665e-13
1413,9.739348142197122e-15,2.8705810734260457e-13
1414,9.646219326593054e-15,2.864172900915288e-13
1415,9.53000528601012e-15,2.8506302883188665e-13
1416,9.391471532629788e-15,2.8299871681758403e-13
1417,9.231426958613204e-15,2.8022952641455376e-13
1418,9.050720830855082e-15,2.767623961408123e-13
1419,8.850239737554701e-15,2.726060132812224e-13
1420,8.630904495767472e-15,2.677707921205234e-13
1421,8.393667029022892e-15,2.622688478491697e-13
1422,8.139507224000548e-15,2.561139662073586e-13
1423,7.869429775134464e-15,2.4932156894330726e-13
1424,7.584461025873479e-15,2.4190867517232844e-13
1425,7.285645815157648e-15,2.3389385873352253e-13
1426,6.9740443374947616e-15,2.2529720165093493e-13
1427,6.65072902481296e-15,2.1614024381578581e-13
1428,6.316781458042767e-15,2.0644592901585026e-13
1429,5.973289316149355e-15,1.962385474472171e-13
1430,5.621343370074388e-15,1.8554367485247088e-13
1431,5.262034528779341e-15,1.7438810843779207e-13
1432,4.896450944301673e-15,1.6279979972954307e-13
1433,4.525675182425747e-15,1.5080778453857497e-13
1434,4.15078146527808e-15,1.3844211020773426e-13
1435,3.772832991814483e-15,1.2573376032487985e-13
1436,3.3928793418565882e-15,1.1271457708999783e-13
1437,3.011953968980013e-15,9.941718153100187e-14
1438,2.631071787216339e-15,8.587489176807537e-14
1439,2.251226856176044e-15,7.212163953137388e-14
1440,1.8733901688381746e-15,5.819188514125876e-14
1441,1.4985075458908034e-15,4.4120531164088677e-14
1442,1.1274976401364979e-15,2.994283495991389e-14
1443,7.612500541118732e-16,1.5694320341195152e-14
1444,4.006235736926673e-16,1.4106885638960816e-15
1445,4.644452009247974e-17,-1.2872271126029102e-14
1446,-3.0049477771182237e-16,-2.711877116661671e-14
1447,-6.394373884617463e-16,-4.1293115349655194e-14
1448,-9.696630607011793e-16,-5.5359788261549784e-14
1449,-1.2904893805277388e-15,-6.928354427118574e-14
1450,-1.6012728044230849e-15,-8.30294958418214e-14
1451,-1.9014095669328906e-15,-9.656320094573535e-14
1452,-2.190336463305612e-15,-1.098507493626007e-13
1453,-2.467531507542237e-15,-1.2285884764535628e-13
1454,-2.7325144666318683e-15,-1.3555490254068625e-13
1455,-2.9848472720759e-15,-1.4790710265506798e-13
1456,-3.2241343101055238e-15,-1.5988449816181805e-13
1457,-3.450022592306312e-15,-1.7145707834934958e-13
1458,-3.662201808647641e-15,-1.825958468163891e-13
1459,-3.860404265196052e-15,-1.9327289412572142e-13
1460,-4.044404709056597e-15,-2.034614677344236e-13
1461,-4.2140200433418575e-15,-2.1313603902537005e-13
1462,-4.369108935207699e-15,-2.2227236727205428e-13
1463,-4.509571320224042e-15,-2.3084756037645544e-13
1464,-4.635347806562999e-15,-2.3884013222776494e-13
1465,-4.746418982687671e-15,-2.4623005653825324e-13
1466,-4.84280463240854e-15,-2.5299881702138665e-13
1467,-4.9245628613504486e-15,-2.591294537864655e-13
1468,-4.9917891390265606e-15,-2.646066058335382e-13
1469,-5.044615260859065e-15,-2.6941654954211393e-13
1470,-5.083208234616869e-15,-2.7354723305723757e-13
1471,-5.107769095847415e-15,-2.769883064867678e-13
1472,-5.118531656983608e-15,-2.7973114783419596e-13
1473,-5.115761194887273e-15,-2.817688846020283e-13
1474,-5.099753081656834e-15,-2.830964110115996e-13
1475,-5.070831363584028e-15,-2.8371040079617925e-13
1476,-5.029347293183377e-15,-2.836093155353042e-13
1477,-4.975677819237992e-15,-2.8279340850946494e-13
1478,-4.910224039824007e-15,-2.812647240654831e-13
1479,-4.8334096232649926e-15,-2.7902709249417016e-13
1480,-4.745679201957537e-15,-2.7608612043310325e-13
1481,-4.6474967439749286e-15,-2.72449176818564e-13
1482,-4.539343907315499e-15,-2.681253744218401e-13
1483,-4.421718381607337e-15,-2.631255470161515e-13
1484,-4.295132222012555e-15,-2.5746222223141343e-13
1485,-4.160110179996145e-15,-2.511495901648504e-13
1486,-4.0171880355369016e-15,-2.442034678261117e-13
1487,-3.866910935252816e-15,-2.366412595059748e-13
1488,-3.709831740807793e-15,-2.2848191316793703e-13
1489,-3.5465093918427225e-15,-2.197458729719621e-13
1490,-3.377507287546068e-15,-2.1045502804933771e-13
1491,-3.203391690840864e-15,-2.0063265765699544e-13
1492,-3.024730159020137e-15,-1.9030337284871387e-13
1493,-2.842090004507065e-15,-1.794930548093522e-13
1494,-2.656036789258736e-15,-1.6822879000664323e-13
1495,-2.467132856164675e-15,-1.5653880232298314e-13
1496,-2.275935900618007e-15,-1.4445238233733231e-13
1497,-2.082997585263642e-15,-1.3199981393437184e-13
1498,-1.8888622007410134e-15,-1.192122984248247e-13
1499,-1.6940653750590174e-15,-1.0612187636706214e-13
1500,-1.499132834047033e-15,-9.27613472858811e-14
1501,-1.3045792151380394e-15,-7.91641874896057e-14
1502,-1.1109069365445105e-15,-6.536446619143146e-14
1503,-9.186051236929382e-16,-5.139676014517986e-14
1504,-7.28148594586899e-16,-3.729606700935253e-14
1505,-5.399969055722743e-16,-2.3097717656561666e-14
1506,-3.5459345878190674e-16,-8.837287648054823e-15
1507,-1.7236467234121872e-16,5.449491904855097e-15
1508,6.280785778143078e-18,1.9726823869108045e-14
1509,1.8095269956153318e-16,3.395893478363997e-14
1510,3.5127994190733913e-16,4.8110164493813066e-14
1511,5.169110464197703e-16,6.21450555019441e-14
1512,6.775147139049161e-16,7.602844181005678e-14
1513,8.327802536201561e-16,8.972553703222921e-14
1514,9.824179595021462e-16,1.0320202155582014e-13
1515,1.1261594217709149e-15,1.164241285331025e-13
1516,1.2637577744764348e-15,1.293587284879024e-13
1517,1.3949878797149362e-15,1.4197341232522783e-13
1518,1.5196464494008079e-15,1.542365725359013e-13
1519,1.6375521056286697e-15,1.6611748239272915e-13
1520,1.7485453808078681e-15,1.7758637293977255e-13
1521,1.852488658888277e-15,1.8861450758181457e-13
1522,1.9492660591276872e-15,1.9917425408713205e-13
1523,2.038783263979423e-15,2.0923915382315971e-13
1524,2.1209672927923557e-15,2.187839880515701e-13
1525,2.1957662231289896e-15,2.277848411166589e-13
1526,2.263148861611194e-15,2.3621916036871033e-13
1527,2.3231043662957405e-15,2.440658126721972e-13
1528,2.3756418226743684e-15,2.5130513735722944e-13
1529,2.4207897754702188e-15,2.579189954815733e-13
1530,2.458595718476871e-15,2.6389081527981175e-13
1531,2.4891255447510638e-15,2.692056336857661e-13
1532,2.5124629595275213e-15,2.7385013382414317e-13
1533,2.5287088582736933e-15,2.7781267837745824e-13
1534,2.537980672343441e-15,2.810833387446515e-13
1535,2.540411684724137e-15,2.8365391991830896e-13
1536,2.5361503183965865e-15,2.8551798101817665e-13
1537,2.5253593998473134e-15,2.866708514295106e-13
1538,2.5082154002836803e-15,2.8710964250582723e-13
1539,2.484907657106328e-15,2.8683325480673236e-13
1540,2.4556375781920218e-15,2.8584238085269247e-13
1541,2.420617831527413e-15,2.84139503389847e-13
1542,2.380071522721808e-15,2.8172888916920823e-13
1543,2.3342313628988144e-15,2.7861657825583734e-13
1544,2.2833388294416355e-15,2.748103688947816e-13
1545,2.2276433220287308e-15,2.703197979716944e-13
1546,2.1674013163553485e-15,2.6515611711709583e-13
1547,2.1028755178889814e-15,2.5933226451414643e-13
1548,2.0343340179559456e-15,2.528628324805745e-13
1549,1.9620494543947635e-15,2.4576403090598264e-13
1550,1.8862981789534145e-15,2.380536466361461e-13
1551,1.8073594335373765e-15,2.2975099890606765e-13
1552,1.7255145373447564e-15,2.2087689093347116e-13
1553,1.6410460868501092e-15,2.1145355779398555e-13
1554,1.5542371705171357e-15,2.0150461070867103e-13
1555,1.465370600039897e-15,1.9105497788344708e-13
1556,1.3747281598254966e-15,1.801308420486685e-13
1557,1.2825898763416948e-15,1.6875957485534986e-13
1558,1.189233308864135e-15,1.5696966829241508e-13
1559,1.0949328630621657e-15,1.4479066329681473e-13
1560,9.999591287686149e-16,1.3225307573538583e-13
1561,9.04578243182035e-16,1.1938831994391528e-13
1562,8.09051280651617e-16,1.0622863001498823e-13
1563,7.136336700961667e-16,9.280697903184362e-14
1564,6.185746410098108e-16,7.915699645060558e-14
1565,5.241166989054911e-16,6.531288383789852e-14
1566,4.3049513094946843e-16,5.130932917497536e-14
1567,3.379375424384422e-16,3.718141994307887e-14
1568,2.466634246727293e-16,2.2964555207811015e-14
1569,1.5688375467965898e-16,8.694356922792643e-15
1570,6.880062714442741e-17,-5.5934193251478596e-15
1571,-1.7393081191727742e-17,-1.986297390562299e-14
1572,-1.015140144994524e-16,-3.4078552844670404e-14
1573,-1.8338860812386102e-16,-4.8204537410380346e-14
1574,-2.6285332615950263e-16,-6.220553335961845e-14
1575,-3.39754866446658e-16,-7.604645962228687e-14
1576,-4.139503331825886e-16,-8.969263620089114e-14
1577,-4.8530737742723e-16,-1.0310987106517444e-13
1578,-5.537043058633068e-16,-1.1626454582409525e-13
1579,-6.190301582503815e-16,-1.291236999604871e-13
1580,-6.811847540868736e-16,-1.4165511341734164e-13
1581,-7.400787090679689e-16,-1.5382738732878545e-13
1582,-7.956334219952257e-16,-1.6561002269346992e-13
1583,-8.477810328602404e-16,-1.7697349679324955e-13
1584,-8.964643528868984e-16,-1.8788933716567274e-13
1585,-9.41636767375391e-16,-1.9833019294493896e-13
1586,-9.832621122458118e-16,-2.0826990339256917e-13
1587,-1.0213145252309698e-15,-2.1768356344607856e-13
1588,-1.0557782727152609e-15,-2.265475861214117e-13
1589,-1.0866475532598108e-15,-2.3483976161278407e-13
1590,-1.11392627889398e-15,-2.4253931294185066e-13
1591,-1.1376278352894338e-15,-2.496269480167532e-13
1592,-1.1577748219640349e-15,-2.5608490797063984e-13
1593,-1.174398773691741e-15,-2.6189701165849374e-13
1594,-1.1875398643181524e-15,-2.67048696200815e-13
1595,-1.1972465942017533e-15,-2.715270534725526e-13
1596,-1.2035754625170033e-15,-2.7532086244586377e-13
1597,-1.2065906256687297e-15,-2.784206173056612e-13
1598,-1.2063635430749517e-15,-2.808185512675022e-13
1599,-1.2029726115813981e-15,-2.825086560381402e-13
1600,-1.196502789772017e-15,-2.8348669686997966e-13
1601,-1.1870452134378049e-15,-2.8375022317171234e-13
1602,-1.1746968034610638e-15,-2.8329857464854947e-13
1603,-1.1595598673628669e-15,-2.821328829566644e-13
1604,-1.141741695750319e-15,-2.802560688677012e-13
1605,-1.1213541548841376e-15,-2.776728349504523e-13
1606,-1.0985132765694705e-15,-2.743896537880439e-13
1607,-1.0733388465516101e-15,-2.7041475176015065e-13
1608,-1.0459539925741956e-15,-2.6575808843087634e-13
1609,-1.0164847732314697e-15,-2.604313315939457e-13
1610,-9.850597687165694e-16,-2.544478280377331e-13
1611,-9.51809674536994e-16,-2.478225701033902e-13
1612,-9.168668992344549e-16,-2.4057215811983863e-13
1613,-8.803651671106871e-16,-2.327147588097856e-13
1614,-8.424391269236135e-16,-2.242700597709549e-13
1615,-8.032239674781116e-16,-2.1525922014659694e-13
1616,-7.628550409955346e-16,-2.0570481760887496e-13
1617,-7.214674951029281e-16,-1.9563079178796848e-13
1618,-6.791959142397089e-16,-1.85062384288637e-13
1619,-6.361739712340217e-16,-1.740260754445405e-13
